,,high,neutral,low,average
CYP4A22,ENSG00000162365.7,10.0,87.0,25.0,-0.017844262295081945
CYP4B1,ENSG00000142973.8,12.0,85.0,25.0,0.013524590163934437
CYP4F11,ENSG00000171903.11,14.0,94.0,14.0,0.0451311475409836
CYP4F12,ENSG00000186204.9,13.0,97.0,12.0,0.06230327868852458
CYP4F2,ENSG00000186115.7,13.0,96.0,13.0,0.043459016393442615
CYP4F22,ENSG00000171954.7,13.0,97.0,12.0,0.0710081967213115
CYP4F23P,ENSG00000269516.1,13.0,97.0,12.0,0.0710081967213115
CYP4F24P,ENSG00000267594.4,13.0,98.0,11.0,0.0480655737704918
CYP4F29P,ENSG00000228314.1,12.0,65.0,45.0,-0.03525409836065573
CYP4F3,ENSG00000186529.9,13.0,96.0,13.0,0.06048360655737703
CYP4F30P,ENSG00000214081.3,5.0,86.0,31.0,-0.06227049180327869
CYP4F31P,ENSG00000178206.3,15.0,86.0,21.0,0.01239344262295082
CYP4F35P,ENSG00000265787.1,12.0,83.0,27.0,0.006418032786885257
CYP4F43P,ENSG00000239402.2,5.0,86.0,31.0,-0.06227049180327869
CYP4F8,ENSG00000186526.7,13.0,96.0,13.0,0.06939344262295084
CYP4V2,ENSG00000145476.11,4.0,91.0,27.0,-0.09776229508196722
CYP4X1,ENSG00000186377.6,11.0,85.0,26.0,-0.0008934426229507927
CYP4Z1,ENSG00000186160.4,11.0,85.0,26.0,-0.00749999999999999
CYP4Z2P,ENSG00000154198.10,12.0,85.0,25.0,0.006360655737704945
CYP51A1,ENSG00000001630.11,25.0,88.0,9.0,0.1415491803278688
CYP7A1,ENSG00000167910.3,51.0,64.0,7.0,0.3844918032786886
CYP7B1,ENSG00000172817.3,56.0,59.0,7.0,0.4663114754098363
CYP8B1,ENSG00000180432.4,6.0,93.0,23.0,-0.04405737704918033
CYR61,ENSG00000142871.11,11.0,91.0,20.0,-0.011098360655737707
CYS1,ENSG00000205795.4,15.0,92.0,15.0,0.01895081967213116
CYSLTR2,ENSG00000152207.3,5.0,70.0,47.0,-0.15214754098360656
CYSTM1,ENSG00000120306.5,11.0,85.0,26.0,-0.024008196721311482
CYTH1,ENSG00000108669.12,25.0,78.0,19.0,0.11396721311475408
CYTH2,ENSG00000105443.9,7.0,98.0,17.0,-0.042336065573770475
CYTH3,ENSG00000008256.11,21.0,89.0,12.0,0.06733606557377049
CYTH4,ENSG00000100055.16,9.0,78.0,35.0,-0.08121311475409836
CYTIP,ENSG00000115165.5,7.0,98.0,17.0,0.006721311475409834
CYTL1,ENSG00000170891.6,3.0,83.0,36.0,-0.1011311475409836
CYYR1,ENSG00000166265.7,9.0,93.0,20.0,-0.005926229508196716
D2HGDH,ENSG00000180902.12,4.0,94.0,24.0,-0.05897540983606556
DAAM1,ENSG00000100592.11,6.0,86.0,30.0,-0.04277868852459016
DAAM2,ENSG00000146122.12,18.0,89.0,15.0,0.06797540983606558
DAB1,ENSG00000173406.11,11.0,92.0,19.0,0.00941803278688525
DAB2,ENSG00000153071.10,22.0,91.0,9.0,0.10599999999999998
DAB2IP,ENSG00000136848.12,5.0,96.0,21.0,-0.052450819672131145
DACH1,ENSG00000165659.12,14.0,69.0,39.0,-0.054524590163934405
DACT1,ENSG00000165617.9,6.0,86.0,30.0,-0.04923770491803277
DACT2,ENSG00000164488.6,11.0,83.0,28.0,-0.021418032786885245
DACT3,ENSG00000197380.6,6.0,95.0,21.0,-0.04935245901639343
DAD1,ENSG00000129562.6,9.0,84.0,29.0,-0.004754098360655734
DAG1,ENSG00000173402.7,2.0,84.0,36.0,-0.12195081967213112
DAGLA,ENSG00000134780.5,12.0,91.0,19.0,-0.023442622950819673
DAGLB,ENSG00000164535.10,21.0,91.0,10.0,0.072344262295082
DAK,ENSG00000149476.10,12.0,90.0,20.0,-0.017286885245901648
DALRD3,ENSG00000178149.12,2.0,85.0,35.0,-0.12434426229508194
DANCR,ENSG00000226950.2,9.0,94.0,19.0,-0.004836065573770519
DAND5,ENSG00000179284.4,14.0,93.0,15.0,0.0734672131147541
DAO,ENSG00000110887.3,3.0,99.0,20.0,-0.05321311475409834
DAOA,ENSG00000182346.13,17.0,67.0,38.0,-0.009877049180327866
DAP,ENSG00000112977.11,28.0,89.0,5.0,0.16686065573770478
DAP3,ENSG00000132676.10,84.0,38.0,0.0,0.5694180327868853
DAPK1,ENSG00000196730.8,6.0,91.0,25.0,-0.0601393442622951
DAPK2,ENSG00000035664.7,2.0,97.0,23.0,-0.09928688524590165
DAPK3,ENSG00000167657.7,4.0,94.0,24.0,-0.07940983606557382
DAPL1,ENSG00000163331.6,10.0,95.0,17.0,0.025270491803278682
DAPP1,ENSG00000070190.8,5.0,98.0,19.0,-0.025311475409836068
DARC,ENSG00000213088.5,87.0,35.0,0.0,0.6028770491803278
DARS,ENSG00000115866.6,6.0,93.0,23.0,-0.035795081967213135
DARS2,ENSG00000117593.8,78.0,41.0,3.0,0.47482786885245915
DAW1,ENSG00000123977.5,5.0,94.0,23.0,-0.0590983606557377
DAXX,ENSG00000204209.6,20.0,95.0,7.0,0.0958032786885246
DAZAP1,ENSG00000071626.12,6.0,80.0,36.0,-0.11222950819672135
DAZAP2,ENSG00000183283.11,5.0,98.0,19.0,-0.04395081967213116
DAZL,ENSG00000092345.9,18.0,93.0,11.0,0.09480327868852459
DBC1,ENSG00000078725.8,10.0,96.0,16.0,0.024614754098360666
DBF4,ENSG00000006634.3,23.0,91.0,8.0,0.13507377049180325
DBF4B,ENSG00000161692.13,12.0,74.0,36.0,-0.06897540983606555
DBH,ENSG00000123454.6,5.0,93.0,24.0,-0.0675163934426229
DBI,ENSG00000155368.12,8.0,97.0,17.0,-0.0011311475409836141
DBIL5P,ENSG00000231784.4,6.0,55.0,61.0,-0.1730327868852459
DBIL5P2,ENSG00000242412.1,13.0,99.0,10.0,0.046598360655737685
DBN1,ENSG00000113758.9,12.0,92.0,18.0,0.005393442622950816
DBNDD1,ENSG00000003249.9,7.0,49.0,66.0,-0.22863114754098357
DBNDD2,ENSG00000244274.3,40.0,78.0,4.0,0.23836885245901643
DBNL,ENSG00000136279.14,24.0,93.0,5.0,0.12531147540983611
DBP,ENSG00000105516.6,8.0,97.0,17.0,-0.029196721311475413
DBR1,ENSG00000138231.8,18.0,99.0,5.0,0.09379508196721315
DBT,ENSG00000137992.9,8.0,85.0,29.0,-0.04701639344262294
DBX1,ENSG00000109851.5,12.0,89.0,21.0,0.008229508196721316
DBX2,ENSG00000185610.6,13.0,99.0,10.0,0.06728688524590168
DCAF10,ENSG00000122741.11,6.0,90.0,26.0,-0.03756557377049182
DCAF11,ENSG00000100897.13,12.0,88.0,22.0,0.032573770491803274
DCAF12,ENSG00000198876.8,4.0,88.0,30.0,-0.06226229508196723
DCAF13,ENSG00000164934.9,68.0,53.0,1.0,0.5782377049180328
DCAF15,ENSG00000132017.6,13.0,96.0,13.0,0.09709016393442622
DCAF16,ENSG00000163257.6,7.0,83.0,32.0,-0.08004098360655736
DCAF17,ENSG00000115827.9,8.0,95.0,19.0,-0.014008196721311466
DCAF4,ENSG00000119599.12,3.0,83.0,36.0,-0.0968360655737705
DCAF4L1,ENSG00000182308.5,2.0,91.0,29.0,-0.07622950819672135
DCAF4L2,ENSG00000176566.3,62.0,59.0,1.0,0.5050573770491803
DCAF5,ENSG00000139990.13,3.0,84.0,35.0,-0.08345081967213118
DCAF6,ENSG00000143164.11,83.0,35.0,4.0,0.5046803278688525
DCAF7,ENSG00000136485.10,36.0,72.0,14.0,0.2813606557377049
DCAF8,ENSG00000132716.13,87.0,34.0,1.0,0.5681311475409835
DCAKD,ENSG00000172992.7,13.0,74.0,35.0,-0.06450819672131146
DCBLD1,ENSG00000164465.14,13.0,82.0,27.0,-0.005852459016393439
DCBLD2,ENSG00000057019.11,19.0,97.0,6.0,0.10658196721311479
DCC,ENSG00000187323.7,12.0,76.0,34.0,-0.03134426229508197
DCD,ENSG00000161634.7,5.0,99.0,18.0,-0.009672131147540985
DCDC1,ENSG00000170959.10,18.0,88.0,16.0,0.10527049180327869
DCDC2,ENSG00000146038.7,19.0,95.0,8.0,0.07935245901639346
DCDC2B,ENSG00000222046.2,4.0,82.0,36.0,-0.10684426229508194
DCDC2C,ENSG00000214866.3,18.0,91.0,13.0,0.05372950819672128
DCHS1,ENSG00000166341.6,9.0,86.0,27.0,-0.050475409836065584
DCHS2,ENSG00000197410.7,5.0,96.0,21.0,-0.03648360655737704
DCK,ENSG00000156136.5,8.0,92.0,22.0,-0.00684426229508197
DCLK1,ENSG00000133083.10,10.0,75.0,37.0,-0.06749180327868853
DCLK2,ENSG00000170390.10,6.0,94.0,22.0,-0.042352459016393444
DCLK3,ENSG00000163673.6,12.0,92.0,18.0,0.007721311475409846
DCLRE1A,ENSG00000198924.3,1.0,98.0,23.0,-0.06354918032786885
DCLRE1B,ENSG00000118655.4,11.0,89.0,22.0,-0.023532786885245908
DCLRE1C,ENSG00000152457.13,22.0,88.0,12.0,0.1325000000000001
DCN,ENSG00000011465.12,9.0,99.0,14.0,0.03438524590163934
DCP1A,ENSG00000162290.12,4.0,84.0,34.0,-0.0862622950819672
DCP1B,ENSG00000151065.9,17.0,93.0,12.0,0.17006557377049172
DCP2,ENSG00000172795.11,8.0,92.0,22.0,-0.006073770491803281
DCPS,ENSG00000110063.4,2.0,72.0,48.0,-0.1658524590163934
DCST1,ENSG00000163357.6,84.0,38.0,0.0,0.5896065573770494
DCST2,ENSG00000163354.10,84.0,38.0,0.0,0.5896065573770494
DCSTAMP,ENSG00000164935.2,68.0,53.0,1.0,0.5720819672131149
DCT,ENSG00000080166.11,12.0,68.0,42.0,-0.07448360655737704
DCTD,ENSG00000129187.10,5.0,89.0,28.0,-0.09618852459016396
DCTN1,ENSG00000204843.8,10.0,103.0,9.0,0.03089344262295083
DCTN2,ENSG00000175203.11,4.0,100.0,18.0,-0.022868852459016382
DCTN3,ENSG00000137100.11,6.0,91.0,25.0,-0.029778688524590174
DCTN4,ENSG00000132912.8,13.0,91.0,18.0,0.01936885245901638
DCTN5,ENSG00000166847.5,31.0,82.0,9.0,0.1621639344262295
DCTN6,ENSG00000104671.3,15.0,51.0,56.0,-0.08290983606557377
DCTPP1,ENSG00000179958.4,33.0,81.0,8.0,0.2395081967213115
DCUN1D1,ENSG00000043093.9,23.0,91.0,8.0,0.10380327868852458
DCUN1D2,ENSG00000150401.10,17.0,68.0,37.0,0.03549180327868851
DCUN1D3,ENSG00000188215.4,32.0,81.0,9.0,0.17277868852459016
DCUN1D4,ENSG00000109184.10,9.0,68.0,45.0,-0.05099180327868852
DCUN1D5,ENSG00000137692.7,3.0,71.0,48.0,-0.1601803278688525
DCXR,ENSG00000169738.3,29.0,74.0,19.0,0.11447540983606551
DDA1,ENSG00000130311.6,15.0,95.0,12.0,0.06264754098360656
DDAH1,ENSG00000153904.14,11.0,92.0,19.0,-0.009213114754098365
DDAH2,ENSG00000213722.4,22.0,93.0,7.0,0.1477377049180328
DDB1,ENSG00000167986.9,12.0,90.0,20.0,-0.01562295081967214
DDB2,ENSG00000134574.7,14.0,93.0,15.0,0.006377049180327873
DDC,ENSG00000132437.13,23.0,94.0,5.0,0.14017213114754093
DDC8,ENSG00000178404.5,27.0,76.0,19.0,0.1266393442622951
DDHD1,ENSG00000100523.10,7.0,85.0,30.0,-0.03418032786885246
DDHD2,ENSG00000085788.9,34.0,57.0,31.0,0.3172459016393445
DDI1,ENSG00000170967.3,3.0,75.0,44.0,-0.14962295081967217
DDI2,ENSG00000197312.7,1.0,75.0,46.0,-0.1802540983606558
DDIT3,ENSG00000175197.6,4.0,100.0,18.0,-0.022868852459016382
DDIT4,ENSG00000168209.4,8.0,92.0,22.0,-0.02371311475409835
DDIT4L,ENSG00000145358.2,6.0,97.0,19.0,-0.019098360655737702
DDN,ENSG00000181418.7,6.0,95.0,21.0,-0.04029508196721311
DDO,ENSG00000203797.4,15.0,81.0,26.0,0.012065573770491798
DDOST,ENSG00000244038.5,4.0,74.0,44.0,-0.15576229508196718
DDR1,ENSG00000204580.7,20.0,94.0,8.0,0.09469672131147538
DDR2,ENSG00000162733.11,84.0,38.0,0.0,0.5568934426229507
DDRGK1,ENSG00000198171.8,21.0,93.0,8.0,0.0795409836065574
DDT,ENSG00000099977.9,6.0,82.0,34.0,-0.0884262295081967
DDTL,ENSG00000099974.7,6.0,82.0,34.0,-0.0884262295081967
DDX1,ENSG00000079785.10,13.0,96.0,13.0,0.03628688524590165
DDX10,ENSG00000178105.5,2.0,70.0,50.0,-0.1864508196721312
DDX11,ENSG00000013573.12,20.0,90.0,12.0,0.1484016393442623
DDX11L1,ENSG00000223972.4,27.0,76.0,19.0,0.07145081967213116
DDX11L10,ENSG00000233614.5,29.0,82.0,11.0,0.17595901639344258
DDX11L9,ENSG00000248472.4,25.0,73.0,24.0,0.09984426229508196
DDX17,ENSG00000100201.14,8.0,79.0,35.0,-0.10031967213114754
DDX18,ENSG00000088205.8,9.0,97.0,16.0,0.009639344262295079
DDX19A,ENSG00000168872.11,7.0,53.0,62.0,-0.19088524590163944
DDX19B,ENSG00000157349.11,7.0,53.0,62.0,-0.19088524590163944
DDX20,ENSG00000064703.7,9.0,90.0,23.0,-0.03746721311475408
DDX21,ENSG00000165732.8,6.0,94.0,22.0,-0.04829508196721312
DDX23,ENSG00000174243.5,6.0,98.0,18.0,-0.029131147540983615
DDX24,ENSG00000089737.11,5.0,88.0,29.0,-0.04745901639344263
DDX25,ENSG00000109832.8,2.0,73.0,47.0,-0.16628688524590154
DDX27,ENSG00000124228.10,39.0,81.0,2.0,0.24180327868852458
DDX28,ENSG00000182810.5,7.0,49.0,66.0,-0.2315655737704918
DDX31,ENSG00000125485.13,6.0,90.0,26.0,-0.07487704918032788
DDX39A,ENSG00000123136.10,14.0,94.0,14.0,0.07176229508196719
DDX39B,ENSG00000198563.9,22.0,93.0,7.0,0.1477377049180328
DDX4,ENSG00000152670.14,6.0,86.0,30.0,-0.0739918032786886
DDX41,ENSG00000183258.7,12.0,92.0,18.0,0.007090163934426229
DDX42,ENSG00000198231.8,34.0,72.0,16.0,0.273188524590164
DDX43,ENSG00000080007.6,14.0,82.0,26.0,-0.03976229508196723
DDX46,ENSG00000145833.11,6.0,89.0,27.0,-0.04158196721311477
DDX47,ENSG00000213782.3,10.0,95.0,17.0,0.00940983606557377
DDX49,ENSG00000105671.7,13.0,96.0,13.0,0.03981147540983607
DDX5,ENSG00000108654.7,34.0,64.0,24.0,0.18416393442622947
DDX50,ENSG00000107625.8,6.0,94.0,22.0,-0.04829508196721312
DDX51,ENSG00000185163.5,6.0,95.0,21.0,-0.03320491803278688
DDX52,ENSG00000141141.10,20.0,69.0,33.0,0.07122131147540983
DDX54,ENSG00000123064.8,3.0,97.0,22.0,-0.05158196721311475
DDX55,ENSG00000111364.11,5.0,95.0,22.0,-0.04512295081967215
DDX56,ENSG00000136271.6,23.0,93.0,6.0,0.11319672131147544
DDX58,ENSG00000107201.5,4.0,91.0,27.0,-0.044254098360655754
DDX59,ENSG00000118197.9,76.0,46.0,0.0,0.5044836065573771
DDX6,ENSG00000110367.7,3.0,68.0,51.0,-0.1951065573770491
DDX60,ENSG00000137628.12,6.0,91.0,25.0,-0.05790983606557377
DDX60L,ENSG00000181381.9,6.0,92.0,24.0,-0.05696721311475409
DEAF1,ENSG00000177030.12,7.0,83.0,32.0,-0.08871311475409836
DEC1,ENSG00000173077.10,9.0,94.0,19.0,-0.011729508196721325
DECR1,ENSG00000104325.2,60.0,61.0,1.0,0.5038688524590162
DECR2,ENSG00000242612.2,29.0,82.0,11.0,0.17595901639344258
DEDD,ENSG00000158796.11,86.0,35.0,1.0,0.5376311475409836
DEDD2,ENSG00000160570.9,9.0,94.0,19.0,-0.007926229508196722
DEF6,ENSG00000023892.9,18.0,93.0,11.0,0.056803278688524604
DEF8,ENSG00000140995.12,7.0,49.0,66.0,-0.22863114754098357
DEFA1,ENSG00000206047.2,14.0,47.0,61.0,-0.16878688524590166
DEFA1B,ENSG00000240247.2,14.0,47.0,61.0,-0.16878688524590166
DEFA3,ENSG00000239839.1,14.0,47.0,61.0,-0.16878688524590166
DEFA4,ENSG00000164821.4,14.0,47.0,61.0,-0.16878688524590166
DEFA5,ENSG00000164816.6,14.0,47.0,61.0,-0.16878688524590166
DEFA6,ENSG00000164822.4,14.0,48.0,60.0,-0.17002459016393442
DEFB1,ENSG00000164825.3,14.0,48.0,60.0,-0.17002459016393442
DEFB103A,ENSG00000176797.3,14.0,47.0,61.0,-0.16878688524590166
DEFB103B,ENSG00000177243.3,14.0,47.0,61.0,-0.16878688524590166
DEFB104A,ENSG00000176782.2,14.0,47.0,61.0,-0.16878688524590166
DEFB104B,ENSG00000177023.2,14.0,47.0,61.0,-0.16878688524590166
DEFB105A,ENSG00000186562.7,14.0,47.0,61.0,-0.16878688524590166
DEFB105B,ENSG00000186599.7,14.0,47.0,61.0,-0.16878688524590166
DEFB106A,ENSG00000186579.2,14.0,47.0,61.0,-0.16878688524590166
DEFB106B,ENSG00000187082.2,14.0,47.0,61.0,-0.16878688524590166
DEFB107A,ENSG00000186572.2,14.0,47.0,61.0,-0.16878688524590166
DEFB107B,ENSG00000198129.2,14.0,47.0,61.0,-0.16878688524590166
DEFB108B,ENSG00000184276.2,19.0,89.0,14.0,0.1365983606557377
DEFB110,ENSG00000203970.3,17.0,96.0,9.0,0.11895081967213116
DEFB112,ENSG00000180872.4,16.0,97.0,9.0,0.11618032786885245
DEFB113,ENSG00000214642.1,17.0,96.0,9.0,0.1104672131147541
DEFB114,ENSG00000177684.3,18.0,95.0,9.0,0.11344262295081967
DEFB115,ENSG00000215547.1,21.0,92.0,9.0,0.09171311475409838
DEFB116,ENSG00000215545.1,23.0,90.0,9.0,0.10213114754098362
DEFB118,ENSG00000131068.3,26.0,87.0,9.0,0.12606557377049182
DEFB119,ENSG00000180483.6,27.0,86.0,9.0,0.13329508196721307
DEFB121,ENSG00000204548.3,27.0,87.0,8.0,0.13502459016393437
DEFB122,ENSG00000204547.6,27.0,88.0,7.0,0.13800819672131143
DEFB123,ENSG00000180424.6,27.0,88.0,7.0,0.13800819672131143
DEFB124,ENSG00000180383.3,27.0,89.0,6.0,0.14354098360655732
DEFB125,ENSG00000178591.5,19.0,90.0,13.0,0.05790983606557377
DEFB126,ENSG00000125788.5,19.0,90.0,13.0,0.05790983606557377
DEFB127,ENSG00000088782.4,19.0,90.0,13.0,0.05790983606557377
DEFB128,ENSG00000185982.6,19.0,90.0,13.0,0.05790983606557377
DEFB129,ENSG00000125903.4,19.0,90.0,13.0,0.05790983606557377
DEFB130,ENSG00000232948.1,14.0,45.0,63.0,-0.17195901639344252
DEFB130,ENSG00000233050.1,14.0,45.0,63.0,-0.17195901639344252
DEFB131,ENSG00000186146.1,5.0,76.0,41.0,-0.12000000000000001
DEFB132,ENSG00000186458.4,19.0,90.0,13.0,0.05790983606557377
DEFB133,ENSG00000214643.2,17.0,96.0,9.0,0.11090983606557378
DEFB134,ENSG00000205882.4,14.0,45.0,63.0,-0.17195901639344252
DEFB135,ENSG00000205883.2,14.0,45.0,63.0,-0.17195901639344252
DEFB136,ENSG00000205884.2,14.0,45.0,63.0,-0.17195901639344252
DEFB4A,ENSG00000171711.2,14.0,47.0,61.0,-0.16878688524590166
DEFB4B,ENSG00000177257.2,14.0,47.0,61.0,-0.16878688524590166
DEGS1,ENSG00000143753.8,78.0,42.0,2.0,0.5099426229508195
DEGS2,ENSG00000168350.6,4.0,87.0,31.0,-0.06488524590163937
DEK,ENSG00000124795.10,21.0,93.0,8.0,0.08837704918032793
DENND1A,ENSG00000119522.11,6.0,90.0,26.0,-0.049508196721311466
DENND1B,ENSG00000213047.7,82.0,39.0,1.0,0.5427704918032789
DENND1C,ENSG00000205744.5,10.0,91.0,21.0,-0.024418032786885254
DENND2A,ENSG00000146966.8,20.0,91.0,11.0,0.10333606557377048
DENND2C,ENSG00000175984.10,11.0,89.0,22.0,-0.02844262295081967
DENND2D,ENSG00000162777.12,10.0,91.0,21.0,-0.014393442622950826
DENND3,ENSG00000105339.6,59.0,56.0,7.0,0.5649999999999998
DENND4A,ENSG00000174485.10,2.0,97.0,23.0,-0.09471311475409835
DENND4B,ENSG00000198837.5,82.0,40.0,0.0,0.5510819672131148
DENND4C,ENSG00000137145.15,5.0,77.0,40.0,-0.08359836065573768
DENND5A,ENSG00000184014.3,8.0,79.0,35.0,-0.10684426229508195
DENND5B,ENSG00000170456.10,18.0,88.0,16.0,0.11743442622950823
DENND6A,ENSG00000174839.8,3.0,85.0,34.0,-0.10543442622950819
DENND6B,ENSG00000205593.6,7.0,78.0,37.0,-0.09431147540983606
DENR,ENSG00000139726.6,5.0,96.0,21.0,-0.04306557377049181
DEPDC1,ENSG00000024526.12,10.0,92.0,20.0,-0.018188524590163943
DEPDC1B,ENSG00000035499.8,7.0,87.0,28.0,-0.04375409836065573
DEPDC4,ENSG00000166153.12,6.0,95.0,21.0,-0.03483606557377048
DEPDC5,ENSG00000100150.11,6.0,78.0,38.0,-0.09581967213114755
DEPDC7,ENSG00000121690.5,18.0,84.0,20.0,0.0752049180327869
DEPTOR,ENSG00000155792.5,68.0,50.0,4.0,0.5961393442622949
DERA,ENSG00000023697.8,12.0,96.0,14.0,0.03954918032786887
DERL1,ENSG00000136986.5,69.0,46.0,7.0,0.5732540983606556
DERL2,ENSG00000072849.6,3.0,55.0,64.0,-0.20923770491803276
DERL3,ENSG00000099958.10,5.0,84.0,33.0,-0.0820409836065574
DES,ENSG00000175084.7,8.0,91.0,23.0,-0.03262295081967212
DESI1,ENSG00000100418.7,6.0,79.0,37.0,-0.12133606557377051
DESI2,ENSG00000121644.14,75.0,44.0,3.0,0.4653442622950821
DET1,ENSG00000140543.9,11.0,91.0,20.0,-0.02722131147540984
DEXI,ENSG00000182108.5,33.0,81.0,8.0,0.20962295081967205
DFFA,ENSG00000160049.7,3.0,77.0,42.0,-0.14616393442622957
DFFB,ENSG00000169598.11,1.0,79.0,42.0,-0.16033606557377048
DFNA5,ENSG00000105928.9,23.0,90.0,9.0,0.11113114754098367
DFNB31,ENSG00000095397.9,8.0,94.0,20.0,-0.026868852459016393
DFNB59,ENSG00000204311.7,35.0,59.0,28.0,0.14068852459016384
DGAT1,ENSG00000185000.5,57.0,58.0,7.0,0.5142622950819669
DGAT2,ENSG00000062282.10,18.0,89.0,15.0,0.16023770491803283
DGCR14,ENSG00000100056.7,7.0,76.0,39.0,-0.09628688524590168
DGCR2,ENSG00000070413.13,7.0,76.0,39.0,-0.09628688524590168
DGCR5,ENSG00000237517.4,7.0,76.0,39.0,-0.09628688524590168
DGCR6,ENSG00000183628.7,7.0,76.0,39.0,-0.09628688524590168
DGCR6L,ENSG00000128185.5,7.0,76.0,39.0,-0.09628688524590168
DGCR8,ENSG00000128191.9,7.0,76.0,39.0,-0.09628688524590168
DGKA,ENSG00000065357.15,4.0,99.0,19.0,-0.03309836065573768
DGKB,ENSG00000136267.9,23.0,91.0,8.0,0.13746721311475413
DGKD,ENSG00000077044.5,6.0,94.0,22.0,-0.042639344262295084
DGKE,ENSG00000153933.5,24.0,78.0,20.0,0.10035245901639343
DGKG,ENSG00000058866.10,21.0,90.0,11.0,0.08995901639344264
DGKH,ENSG00000102780.11,6.0,71.0,45.0,-0.14624590163934426
DGKI,ENSG00000157680.10,27.0,88.0,7.0,0.1636967213114754
DGKQ,ENSG00000145214.9,4.0,84.0,34.0,-0.10502459016393441
DGKZ,ENSG00000149091.11,14.0,93.0,15.0,0.04080327868852458
DGUOK,ENSG00000114956.15,10.0,103.0,9.0,0.031647540983606566
DHCR24,ENSG00000116133.7,12.0,85.0,25.0,-0.024262295081967214
DHCR7,ENSG00000172893.11,23.0,86.0,13.0,0.23285245901639332
DHDDS,ENSG00000117682.12,2.0,73.0,47.0,-0.1801803278688525
DHDH,ENSG00000104808.3,7.0,97.0,18.0,-0.04581967213114753
DHFR,ENSG00000228716.2,8.0,83.0,31.0,-0.06860655737704918
DHFRL1,ENSG00000178700.3,18.0,97.0,7.0,0.10569672131147546
DHH,ENSG00000139549.2,9.0,93.0,20.0,-0.01365573770491804
DHODH,ENSG00000102967.7,7.0,50.0,65.0,-0.18827049180327868
DHPS,ENSG00000095059.11,12.0,97.0,13.0,0.045967213114754095
DHRS1,ENSG00000157379.9,12.0,83.0,27.0,0.023942622950819677
DHRS11,ENSG00000108272.9,17.0,75.0,30.0,-0.020131147540983604
DHRS12,ENSG00000102796.6,9.0,67.0,46.0,-0.12445081967213116
DHRS13,ENSG00000167536.9,22.0,70.0,30.0,0.10704918032786885
DHRS2,ENSG00000100867.10,15.0,83.0,24.0,0.04244262295081963
DHRS3,ENSG00000162496.4,3.0,72.0,47.0,-0.16627868852459016
DHRS4,ENSG00000157326.14,14.0,84.0,24.0,0.030188524590163943
DHRS4L1,ENSG00000225766.4,13.0,86.0,23.0,0.029360655737704928
DHRS4L2,ENSG00000187630.10,14.0,84.0,24.0,0.030565573770491815
DHRS7,ENSG00000100612.9,6.0,85.0,31.0,-0.04247540983606555
DHRS7B,ENSG00000109016.13,10.0,64.0,48.0,-0.10793442622950815
DHRS7C,ENSG00000184544.6,3.0,53.0,66.0,-0.23388524590163928
DHRS9,ENSG00000073737.12,7.0,101.0,14.0,0.03352459016393444
DHTKD1,ENSG00000181192.7,30.0,82.0,10.0,0.24327868852459023
DHX15,ENSG00000109606.8,3.0,85.0,34.0,-0.10772950819672128
DHX16,ENSG00000204560.5,21.0,94.0,7.0,0.11278688524590164
DHX29,ENSG00000067248.5,8.0,87.0,27.0,-0.05351639344262295
DHX30,ENSG00000132153.10,5.0,82.0,35.0,-0.11041803278688522
DHX32,ENSG00000089876.7,5.0,96.0,21.0,-0.0395327868852459
DHX33,ENSG00000005100.8,3.0,55.0,64.0,-0.19637704918032783
DHX34,ENSG00000134815.14,7.0,92.0,23.0,-0.06204098360655739
DHX35,ENSG00000101452.10,38.0,80.0,4.0,0.19250000000000003
DHX36,ENSG00000174953.9,25.0,93.0,4.0,0.143844262295082
DHX37,ENSG00000150990.3,5.0,95.0,22.0,-0.026196721311475407
DHX38,ENSG00000140829.7,7.0,51.0,64.0,-0.20663934426229505
DHX40,ENSG00000108406.5,32.0,68.0,22.0,0.256795081967213
DHX57,ENSG00000163214.16,9.0,93.0,20.0,-0.022237704918032793
DHX58,ENSG00000108771.8,15.0,71.0,36.0,-0.043827868852458984
DHX8,ENSG00000067596.6,10.0,73.0,39.0,-0.08555737704918034
DHX9,ENSG00000135829.12,78.0,42.0,2.0,0.4822049180327871
DIABLO,ENSG00000184047.11,3.0,97.0,22.0,-0.059442622950819694
DIAPH1,ENSG00000131504.11,8.0,90.0,24.0,-0.03464754098360656
DIAPH3,ENSG00000139734.13,8.0,67.0,47.0,-0.11274590163934425
DICER1,ENSG00000100697.10,6.0,87.0,29.0,-0.043704918032786894
DIDO1,ENSG00000101191.12,41.0,79.0,2.0,0.25013934426229506
DIEXF,ENSG00000117597.13,84.0,38.0,0.0,0.5382540983606556
DIMT1,ENSG00000086189.5,7.0,86.0,29.0,-0.05431967213114754
DIO1,ENSG00000211452.6,10.0,86.0,26.0,-0.03927049180327869
DIO2,ENSG00000211448.7,3.0,87.0,32.0,-0.04790983606557375
DIO3,ENSG00000197406.6,5.0,86.0,31.0,-0.057377049180327884
DIO3OS,ENSG00000258498.2,5.0,86.0,31.0,-0.053172131147541
DIP2A,ENSG00000160305.13,14.0,95.0,13.0,0.04085245901639345
DIP2B,ENSG00000066084.8,5.0,97.0,20.0,-0.04719672131147543
DIP2C,ENSG00000151240.11,26.0,83.0,13.0,0.18286885245901646
DIRAS1,ENSG00000176490.4,6.0,88.0,28.0,-0.09004918032786892
